Country,Location_Type,MT,Cost Centre,Grade,Jan_HC,Feb_HC,Mar_HC,Apr_HC,May_HC,Jun_HC,Jul_HC,Aug_HC,Sep_HC,Oct_HC,Nov_HC,Dec_HC,Jan_Budget,Feb_Budget,Mar_Budget,Apr_Budget,May_Budget,Jun_Budget,Jul_Budget,Aug_Budget,Sep_Budget,Oct_Budget,Nov_Budget,Dec_Budget,Dec_Variance
HK,Onshore,CFCR,CFCR_HK_1251,B7,4,5,5,4,4,4,3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1
IN,Onshore,S&T,S&T_IN_1254,B5,3,2,3,2,3,1,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
US,Onshore,WRB,WRB_US_1543,B6,2,2,3,1,1,3,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
SG,Onshore,CIB,CIB_SG_1387,B4,2,1,1,1,1,2,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
HK,Onshore,CIB,CIB_HK_1423,B6,3,5,5,5,3,3,3,4,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
HK,Onshore,WRB,WRB_HK_1524,B5,3,3,1,1,1,1,3,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
CN,Onshore,GCFO,GCFO_CN_1112,B6,3,3,2,2,2,3,2,4,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
SG,Onshore,T&O,T&O_SG_1821,B6,3,3,3,3,3,3,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
HK,Onshore,CFCR,CFCR_HK_1252,B6,6,6,5,6,4,6,6,6,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
SG,Onshore,CFCR,CFCR_SG_1282,B7,2,2,4,3,2,4,3,2,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
IN,Onshore,GCFO,GCFO_IN_1131,B6,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
SG,Onshore,CIB,CIB_SG_1388,B5,3,2,4,2,4,2,2,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
HK,Onshore,Risk,Risk_HK_1269,B4,4,4,3,5,3,3,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
CN,Onshore,T&O,T&O_CN_1827,B6,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SG,Onshore,T&O,T&O_SG_1822,B6,2,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
GBS IN,Offshore,T&O,T&O_GBS IN_1826,B6,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
UAE,Onshore,T&O,T&O_UAE_1825,B6,5,6,4,4,4,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
HK,Onshore,Risk,Risk_HK_1270,B6,3,3,4,4,4,4,4,3,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
HK,Onshore,T&O,T&O_HK_1840,B4,2,3,1,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
IN,Onshore,T&O,T&O_IN_1772,B6,3,3,3,3,4,4,5,5,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
UK,Onshore,WRB,WRB_UK_1517,B6,4,2,3,2,3,3,4,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
IN,Onshore,CFCR,CFCR_IN_1281,B5,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SG,Onshore,S&T,S&T_SG_1264,MD,3,4,3,5,5,3,5,3,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1
CN,Onshore,CFCR,CFCR_CN_1293,B7,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
GBS IN,Offshore,CFCR,CFCR_GBS IN_1266,B6,2,4,3,3,2,4,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UAE,Onshore,Risk,Risk_UAE_1289,B5,2,2,2,3,3,1,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UK,Onshore,T&O,T&O_UK_1836,B6,3,3,1,2,3,3,1,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UK,Onshore,CFCR,CFCR_UK_1259,B4,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,T&O,T&O_IN_1773,B7,5,4,4,6,5,4,6,6,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
UK,Onshore,Risk,Risk_UK_1243,B6,5,5,4,4,4,5,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
UK,Onshore,CIB,CIB_UK_1441,B6,3,1,2,3,1,1,2,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
UK,Onshore,T&O,T&O_UK_1837,B5,4,4,3,2,4,4,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
SG,Onshore,Risk,Risk_SG_1249,B5,4,2,3,2,4,3,3,2,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
CN,Onshore,T&O,T&O_CN_1828,B6,4,2,3,4,4,3,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
SG,Onshore,WRB,WRB_SG_1573,B7,3,3,1,3,2,1,1,3,3,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
IN,Onshore,CIB,CIB_IN_1430,B6,4,5,4,4,6,4,6,4,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
CN,Onshore,S&T,S&T_CN_1258,B5,2,3,3,1,2,2,1,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
HK,Onshore,Risk,Risk_HK_1271,B6,2,1,2,1,3,3,2,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
SG,Onshore,CFCR,CFCR_SG_1283,B7,2,3,3,4,2,4,2,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
HK,Onshore,T&O,T&O_HK_1841,B5,4,4,4,6,6,5,4,5,4,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
GBS IN,Offshore,T&O,T&O_GBS IN_1827,MD,5,6,5,5,5,4,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
UAE,Onshore,Risk,Risk_UAE_1290,B6,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
UAE,Onshore,S&T,S&T_UAE_1268,B6,4,4,3,4,2,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
US,Onshore,CFCR,CFCR_US_1276,B7,6,4,4,6,5,6,4,5,5,6,4,6,5,5,5,5,5,5,5,5,5,5,5,5,1
HK,Onshore,GCFO,GCFO_HK_1140,B4,5,6,4,4,5,6,4,4,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
SG,Onshore,T&O,T&O_SG_1823,B5,3,3,2,4,2,2,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
IN,Onshore,WRB,WRB_IN_1560,B6,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CN,Onshore,S&T,S&T_CN_1259,B6,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
US,Onshore,WRB,WRB_US_1544,B6,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
GBS IN,Offshore,Risk,Risk_GBS IN_1277,B6,4,2,2,4,3,4,2,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
SG,Onshore,WRB,WRB_SG_1574,B6,3,4,3,4,5,3,3,3,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
UAE,Onshore,S&T,S&T_UAE_1269,B5,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UK,Onshore,Risk,Risk_UK_1244,B7,1,1,1,1,1,1,3,1,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
CN,Onshore,T&O,T&O_CN_1829,B7,3,3,3,2,4,2,3,2,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
HK,Onshore,Risk,Risk_HK_1272,B5,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
GBS IN,Offshore,WRB,WRB_GBS IN_1510,B7,5,5,5,4,4,6,4,5,6,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
UK,Onshore,T&O,T&O_UK_1838,B4,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CN,Onshore,WRB,WRB_CN_1538,B6,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UK,Onshore,T&O,T&O_UK_1839,B7,4,4,2,4,2,2,4,4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,CFCR,CFCR_GBS IN_1267,B4,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
SG,Onshore,T&O,T&O_SG_1824,B7,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
IN,Onshore,Risk,Risk_IN_1272,B7,4,2,3,2,3,4,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UAE,Onshore,T&O,T&O_UAE_1826,B7,1,3,2,2,1,3,2,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
UK,Onshore,GCFO,GCFO_UK_1146,B6,4,5,5,6,5,5,5,5,6,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
US,Onshore,CIB,CIB_US_1437,B6,4,3,3,3,3,2,4,2,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
HK,Onshore,WRB,WRB_HK_1525,B4,3,3,2,3,3,4,3,4,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
IN,Onshore,CIB,CIB_IN_1431,B6,4,2,3,3,3,2,2,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
IN,Onshore,T&O,T&O_IN_1774,B6,5,4,6,4,5,6,6,4,5,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,1
CN,Onshore,T&O,T&O_CN_1830,B7,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
HK,Onshore,T&O,T&O_HK_1842,B6,3,3,3,2,2,3,3,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
CN,Onshore,WRB,WRB_CN_1539,B6,3,1,3,2,3,1,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
HK,Onshore,CFCR,CFCR_HK_1253,B5,5,4,5,4,4,5,4,4,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
IN,Onshore,Risk,Risk_IN_1273,B6,4,2,4,3,3,3,2,4,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
GBS IN,Offshore,S&T,S&T_GBS IN_1284,B6,1,1,3,3,1,3,3,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
SG,Onshore,T&O,T&O_SG_1825,B6,6,5,6,5,4,6,5,6,4,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
IN,Onshore,Risk,Risk_IN_1274,MD,1,2,2,2,1,1,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
GBS IN,Offshore,CIB,CIB_GBS IN_1401,B6,2,2,4,2,3,4,4,2,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
US,Onshore,S&T,S&T_US_1287,B6,5,5,4,4,3,4,5,5,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
IN,Onshore,T&O,T&O_IN_1775,B6,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
HK,Onshore,WRB,WRB_HK_1526,B7,2,2,2,4,4,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
SG,Onshore,CIB,CIB_SG_1389,B4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SG,Onshore,CFCR,CFCR_SG_1284,B6,4,3,4,2,4,3,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
SG,Onshore,T&O,T&O_SG_1826,B6,6,5,4,5,5,6,4,6,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
HK,Onshore,Risk,Risk_HK_1273,B6,4,4,3,4,5,4,5,3,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
CN,Onshore,T&O,T&O_CN_1831,B4,2,4,4,2,2,3,2,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
HK,Onshore,CIB,CIB_HK_1424,MD,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
IN,Onshore,T&O,T&O_IN_1776,B6,1,1,2,2,3,3,3,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
IN,Onshore,CIB,CIB_IN_1432,B6,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,T&O,T&O_IN_1777,MD,4,2,2,2,3,4,2,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,CIB,CIB_UK_1442,B4,4,4,3,4,2,4,3,2,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,WRB,WRB_GBS IN_1511,B4,3,1,3,2,3,3,2,1,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
CN,Onshore,WRB,WRB_CN_1540,B5,2,4,3,4,3,4,3,3,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
SG,Onshore,CFCR,CFCR_SG_1285,B7,6,6,6,4,6,4,5,5,5,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
CN,Onshore,WRB,WRB_CN_1541,B6,2,1,1,3,1,1,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
CN,Onshore,CIB,CIB_CN_1406,MD,2,3,4,3,3,3,2,4,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
US,Onshore,T&O,T&O_US_1814,B6,2,3,3,4,3,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
SG,Onshore,T&O,T&O_SG_1827,B6,3,3,3,4,5,3,3,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0
US,Onshore,WRB,WRB_US_1545,B7,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
US,Onshore,T&O,T&O_US_1815,B4,2,2,1,1,3,3,1,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
US,Onshore,WRB,WRB_US_1546,B6,5,6,6,4,6,5,6,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
UAE,Onshore,T&O,T&O_UAE_1827,B4,4,2,4,3,4,3,4,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
IN,Onshore,CIB,CIB_IN_1433,B4,4,4,4,5,4,3,3,3,4,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
UAE,Onshore,S&T,S&T_UAE_1270,MD,4,2,4,3,3,4,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,CFCR,CFCR_GBS IN_1268,B7,3,4,4,4,3,3,3,2,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,WRB,WRB_GBS IN_1512,B6,5,5,5,5,3,3,5,5,3,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
UAE,Onshore,CIB,CIB_UAE_1393,B5,3,3,4,4,3,4,4,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
IN,Onshore,T&O,T&O_IN_1778,B7,4,4,2,4,3,4,4,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
UAE,Onshore,CFCR,CFCR_UAE_1270,B6,3,3,4,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
HK,Onshore,T&O,T&O_HK_1843,B5,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,S&T,S&T_IN_1255,B7,2,3,2,3,4,4,2,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
CN,Onshore,CIB,CIB_CN_1407,B5,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UK,Onshore,S&T,S&T_UK_1300,B6,5,3,4,5,5,4,5,3,3,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
UAE,Onshore,T&O,T&O_UAE_1828,B7,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
HK,Onshore,GCFO,GCFO_HK_1141,B7,6,6,6,5,4,5,6,4,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
CN,Onshore,T&O,T&O_CN_1832,B5,2,3,2,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
GBS IN,Offshore,WRB,WRB_GBS IN_1513,B7,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
UK,Onshore,CFCR,CFCR_UK_1260,B6,2,4,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UAE,Onshore,CFCR,CFCR_UAE_1271,B6,2,1,2,3,1,3,2,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
UAE,Onshore,CIB,CIB_UAE_1394,B6,4,2,4,3,3,3,2,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
SG,Onshore,CIB,CIB_SG_1390,B5,6,6,4,6,6,4,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
SG,Onshore,CFCR,CFCR_SG_1286,B6,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UK,Onshore,CIB,CIB_UK_1443,B7,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
HK,Onshore,T&O,T&O_HK_1844,B5,2,3,3,2,4,2,2,4,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
US,Onshore,T&O,T&O_US_1816,MD,2,3,4,2,3,2,4,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,GCFO,GCFO_UK_1147,B6,6,5,5,6,6,4,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
CN,Onshore,WRB,WRB_CN_1542,B5,2,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
IN,Onshore,Risk,Risk_IN_1275,B6,1,3,3,1,1,3,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
CN,Onshore,Risk,Risk_CN_1306,B6,2,3,1,3,1,2,2,1,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
SG,Onshore,CIB,CIB_SG_1391,MD,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UK,Onshore,S&T,S&T_UK_1301,B6,3,3,4,3,4,5,3,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
US,Onshore,T&O,T&O_US_1817,B7,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
HK,Onshore,WRB,WRB_HK_1527,B5,4,3,5,5,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
IN,Onshore,CIB,CIB_IN_1434,B7,3,4,4,4,3,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
UAE,Onshore,T&O,T&O_UAE_1829,B5,3,2,4,2,2,4,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UAE,Onshore,WRB,WRB_UAE_1542,B7,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UAE,Onshore,CFCR,CFCR_UAE_1272,MD,2,2,2,1,1,3,3,1,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
GBS IN,Offshore,T&O,T&O_GBS IN_1828,B6,4,4,2,3,3,4,3,2,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
CN,Onshore,WRB,WRB_CN_1543,B5,2,1,1,1,1,1,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UK,Onshore,WRB,WRB_UK_1518,B6,3,4,4,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UAE,Onshore,WRB,WRB_UAE_1543,B4,5,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
HK,Onshore,T&O,T&O_HK_1845,B5,2,3,3,2,4,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
GBS IN,Offshore,WRB,WRB_GBS IN_1514,B5,3,2,1,2,1,2,1,1,3,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
CN,Onshore,WRB,WRB_CN_1544,B7,3,2,2,1,1,3,3,3,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
SG,Onshore,T&O,T&O_SG_1828,B6,2,4,3,3,3,2,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
SG,Onshore,T&O,T&O_SG_1829,MD,4,5,4,3,5,3,5,5,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
CN,Onshore,GCFO,GCFO_CN_1113,B4,6,6,6,5,5,5,4,6,4,6,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
IN,Onshore,WRB,WRB_IN_1561,B6,5,3,3,5,3,5,5,4,5,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
GBS IN,Offshore,T&O,T&O_GBS IN_1829,B6,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
GBS IN,Offshore,WRB,WRB_GBS IN_1515,B7,6,6,5,5,4,5,6,4,5,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,1
IN,Onshore,Risk,Risk_IN_1276,B7,4,5,5,5,6,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
HK,Onshore,T&O,T&O_HK_1846,B4,3,3,4,4,5,5,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
HK,Onshore,WRB,WRB_HK_1528,B6,3,4,4,4,2,2,2,4,4,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
SG,Onshore,S&T,S&T_SG_1265,B6,1,2,1,1,2,2,1,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
GBS IN,Offshore,T&O,T&O_GBS IN_1830,B6,2,4,2,3,4,2,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
HK,Onshore,CFCR,CFCR_HK_1254,MD,1,2,1,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UK,Onshore,T&O,T&O_UK_1840,B7,4,2,3,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
HK,Onshore,T&O,T&O_HK_1847,B6,4,4,5,4,5,5,6,4,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
CN,Onshore,Risk,Risk_CN_1307,B7,6,4,5,5,5,4,5,6,5,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
UAE,Onshore,GCFO,GCFO_UAE_1135,B5,2,4,2,2,3,4,3,4,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
CN,Onshore,WRB,WRB_CN_1545,B6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
GBS IN,Offshore,T&O,T&O_GBS IN_1831,B5,4,3,3,4,3,4,4,3,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
SG,Onshore,T&O,T&O_SG_1830,B6,3,3,4,4,4,4,3,4,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
SG,Onshore,Risk,Risk_SG_1250,B4,3,4,3,4,3,4,4,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
CN,Onshore,T&O,T&O_CN_1833,B5,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
CN,Onshore,CIB,CIB_CN_1408,B7,4,4,4,3,4,4,3,4,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
US,Onshore,T&O,T&O_US_1818,B4,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
GBS IN,Offshore,CIB,CIB_GBS IN_1402,B6,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,T&O,T&O_IN_1779,MD,3,1,1,2,3,1,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
CN,Onshore,CIB,CIB_CN_1409,MD,3,2,2,3,3,2,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
HK,Onshore,GCFO,GCFO_HK_1142,B7,1,3,2,1,1,3,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
HK,Onshore,WRB,WRB_HK_1529,B7,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
IN,Onshore,S&T,S&T_IN_1256,B6,5,6,6,4,6,6,5,5,5,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
IN,Onshore,Risk,Risk_IN_1277,B4,6,4,5,4,4,6,5,6,4,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
IN,Onshore,T&O,T&O_IN_1780,B6,4,4,3,3,4,4,4,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
IN,Onshore,CIB,CIB_IN_1435,B5,4,4,2,3,3,4,3,2,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
GBS IN,Offshore,T&O,T&O_GBS IN_1832,B7,2,2,4,2,4,2,4,2,4,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,T&O,T&O_UK_1841,B7,2,3,2,2,3,2,3,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
CN,Onshore,Risk,Risk_CN_1308,B7,4,5,3,3,3,5,4,5,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
CN,Onshore,CIB,CIB_CN_1410,B6,4,6,5,5,6,5,4,6,4,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
UAE,Onshore,CFCR,CFCR_UAE_1273,B6,2,4,2,3,2,4,4,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
